1, 1
1, 2
4, 1
4, 2
4, 3
4, 4
4, 5
5, 1
5, 2
5, 3
7, 1
10, 1
10, 2
11, 1
11, 2
11, 3
12, 2
13, 5
14, 1
14, 2
14, 3
16, 1
16, 4
17, 1
17, 2
19, 2
19, 3
20, 1
21, 1
23, 1
23, 2
24, 1
24, 3
24, 4
24, 6
24, 8
24, 9
26, 1
26, 2
26, 3
26, 4
26, 5
27, 1
28, 1
31, 1
32, 1
32, 2
35, 8
36, 2
37, 1
37, 2
38, 1
40, 1
40, 2
40, 3
41, 1
43, 1
43, 2
44, 1
45, 2
46, 1
48, 1
48, 2
48, 3
49, 2
51, 1
52, 3
54, 1
54, 2
58, 1
58, 2
58, 3
59, 1
60, 2
61, 1
61, 2
62, 1
64, 1
65, 1
66, 1
68, 1
69, 3
70, 1
71, 1
74, 1
74, 2
74, 3
74, 4
75, 1
75, 2
76, 1
77, 1
80, 1
80, 2
80, 5
82, 1
83, 1
84, 1
84, 2
84, 3
84, 4
84, 5
84, 6
85, 2
86, 1
86, 5
89, 1
89, 2
90, 1
90, 2
91, 1
91, 2
92, 1
92, 3
93, 1
96, 1
96, 3
96, 5
99, 1
99, 2
99, 5
100, 1
102, 1
102, 3
102, 4
102, 5
103, 1
103, 2
104, 1
105, 1
105, 2
106, 1
106, 4
106, 5
107, 1
107, 2
112, 1
113, 1
113, 2
114, 1
115, 2
116, 2
117, 2
117, 3
118, 1
118, 2
118, 5
119, 3
121, 1
121, 2
124, 1
124, 2
124, 3
125, 1
126, 1
126, 3
126, 5
128, 1
129, 1
130, 1
131, 1
131, 2
131, 3
133, 1
133, 2
133, 4
136, 1
136, 2
136, 4
137, 1
137, 2
137, 3
138, 2
140, 1
141, 1
142, 1
142, 3
142, 4
143, 1
143, 2
144, 1
145, 1
145, 2
145, 4
145, 5
147, 1
147, 2
149, 1
149, 2
149, 3
150, 1
150, 2
150, 3
151, 1
151, 2
151, 3
151, 4
154, 1
155, 1
155, 2
157, 1
157, 2
157, 3
159, 1
159, 3
159, 4
159, 6
162, 1
162, 2
163, 1
163, 3
165, 1
166, 1
167, 1
167, 5
168, 1
168, 2
169, 1
169, 2
169, 3
170, 1
171, 1
171, 2
171, 3
172, 1
173, 1
174, 1
174, 2
174, 5
175, 1
175, 2
175, 3
179, 1
179, 4
179, 5
180, 1
180, 2
180, 3
181, 1
182, 1
182, 7
183, 1
183, 2
184, 1
184, 3
185, 1
185, 2
187, 1
189, 1
189, 5
191, 1
191, 2
191, 3
192, 1
192, 5
194, 1
194, 3
196, 1
198, 3
200, 1
201, 1
201, 2
202, 1
202, 2
202, 5
204, 1
205, 1
205, 2
206, 2
207, 1
207, 2
207, 3
207, 4
207, 5
208, 1
208, 2
209, 1
209, 2
209, 3
210, 1
210, 2
210, 3
210, 4
211, 1
212, 1
212, 2
213, 1
214, 2
216, 1
218, 1
218, 4
219, 1
221, 1
222, 1
222, 2
222, 3
222, 4
223, 4
225, 1
225, 4
227, 2
228, 1
228, 2
228, 3
228, 4
230, 1
230, 3
232, 1
232, 2
232, 3
232, 5
232, 6
235, 1
236, 1
236, 2
237, 2
237, 3
237, 4
237, 6
237, 7
238, 1
238, 2
239, 5
239, 6
241, 1
241, 2
241, 3
242, 1
242, 5
244, 1
244, 2
244, 3
244, 4
244, 5
246, 1
247, 1
248, 2
249, 1
250, 1
250, 2
252, 2
253, 1
254, 1
259, 1
261, 1
261, 2
262, 2
262, 3
263, 1
263, 2
263, 3
265, 1
265, 2
265, 3
266, 1
266, 2
268, 1
268, 2
269, 1
269, 2
270, 1
270, 2
271, 1
272, 1
272, 2
274, 1
274, 2
275, 1
276, 2
277, 2
278, 1
282, 1
282, 2
282, 4
283, 1
283, 2
284, 1
285, 1
285, 2
287, 4
289, 1
292, 1
293, 1
293, 2
294, 1
294, 2
294, 3
295, 1
295, 2
297, 1
299, 3
300, 1
302, 1
302, 2
303, 1
303, 2
303, 3
303, 5
304, 1
304, 2
304, 3
306, 2
307, 3
309, 1
309, 2
311, 1
311, 2
311, 3
312, 1
313, 1
313, 2
314, 1
315, 1
317, 1
318, 1
318, 2
320, 1
320, 2
321, 1
321, 2
322, 2
323, 1
323, 2
323, 3
323, 4
326, 1
328, 1
328, 2
329, 1
330, 1
330, 2
330, 3
331, 1
331, 2
331, 4
333, 1
334, 1
334, 2
335, 1
335, 2
337, 1
337, 2
337, 3
337, 4
338, 1
339, 1
339, 2
339, 5
340, 1
340, 2
341, 3
342, 1
342, 3
343, 1
343, 2
343, 3
343, 4
344, 1
344, 3
345, 1
345, 2
350, 1
350, 2
351, 2
351, 4
352, 1
352, 2
352, 4
353, 1
353, 2
353, 3
354, 1
354, 3
355, 1
355, 2
355, 3
357, 1
357, 2
357, 3
359, 3
364, 1
364, 2
365, 1
366, 1
368, 1
368, 2
369, 2
370, 1
370, 3
371, 1
372, 1
373, 1
374, 1
374, 2
375, 1
375, 2
376, 1
376, 4
378, 1
378, 2
378, 3
379, 1
380, 1
380, 2
382, 1
382, 2
382, 3
385, 1
386, 1
386, 2
388, 1
388, 2
388, 3
388, 4
390, 1
391, 1
391, 2
393, 1
393, 2
393, 3
395, 1
396, 1
396, 2
396, 3
396, 6
398, 1
400, 1
401, 1
401, 2
403, 1
403, 2
403, 4
404, 1
405, 1
406, 1
406, 2
407, 4
407, 5
408, 2
408, 3
408, 4
409, 1
409, 2
412, 1
412, 2
415, 1
415, 2
417, 1
417, 3
419, 1
419, 2
419, 3
419, 4
419, 5
420, 1
422, 1
423, 1
423, 2
424, 1
425, 1
425, 3
426, 1
427, 1
428, 1
429, 2
429, 3
430, 2
432, 1
432, 2
435, 2
437, 1
437, 2
437, 3
438, 1
438, 2
438, 3
439, 1
439, 2
439, 3
441, 1
441, 2
442, 1
442, 2
444, 1
445, 1
445, 2
445, 4
446, 1
446, 2
446, 3
446, 4
446, 7
447, 1
447, 3
452, 1
453, 2
454, 1
454, 2
454, 3
454, 4
455, 1
457, 1
457, 2
457, 3
457, 4
461, 2
463, 1
463, 2
464, 3
465, 1
465, 2
465, 3
465, 4
467, 1
467, 2
467, 3
467, 4
468, 1
468, 2
468, 3
469, 1
472, 1
474, 1
476, 1
477, 1
478, 1
478, 2
478, 3
478, 4
479, 1
479, 2
482, 1
482, 2
482, 3
484, 1
485, 1
485, 2
487, 1
487, 2
487, 3
488, 1
488, 2
488, 3
489, 1
490, 1
492, 1
494, 1
495, 2
497, 1
502, 1
502, 2
504, 1
504, 2
505, 1
505, 2
505, 3
505, 4
506, 1
507, 1
508, 1
509, 1
509, 2
509, 3
509, 4
510, 1
510, 2
510, 3
511, 1
512, 1
513, 1
514, 1
515, 1
516, 1
516, 3
517, 1
517, 2
519, 1
520, 1
522, 1
526, 1
526, 2
528, 2
529, 1
529, 2
529, 6
530, 1
531, 1
532, 1
532, 3
532, 4
534, 1
534, 5
535, 2
535, 3
536, 3
539, 1
539, 2
540, 1
540, 2
541, 2
542, 1
542, 2
542, 3
542, 5
545, 1
545, 2
546, 1
547, 1
547, 2
548, 1
551, 1
551, 2
551, 3
551, 5
551, 6
552, 1
552, 2
552, 3
552, 4
554, 1
554, 2
554, 3
555, 1
555, 2
555, 5
560, 1
560, 2
561, 1
562, 1
562, 2
562, 3
563, 1
563, 2
564, 1
566, 1
566, 2
568, 1
569, 1
571, 1
571, 3
572, 2
572, 3
572, 4
572, 5
573, 2
574, 1
576, 1
576, 2
577, 1
577, 3
577, 4
579, 1
580, 1
580, 2
582, 1
584, 1
584, 2
587, 1
588, 1
589, 1
589, 2
590, 1
590, 2
591, 1
593, 1
594, 1
594, 2
594, 3
594, 4
596, 1
596, 2
596, 3
598, 1
598, 2
598, 3
598, 4
599, 1
599, 2
599, 5
599, 6
600, 1
600, 2
600, 3
601, 1
601, 2
601, 3
601, 4
602, 1
602, 5
604, 1
604, 2
604, 4
606, 2
607, 1
607, 2
608, 1
608, 4
609, 1
609, 2
609, 3
611, 1
611, 3
613, 1
613, 2
614, 1
616, 1
616, 2
617, 1
618, 1
618, 2
620, 3
620, 5
620, 6
620, 7
620, 9
621, 1
621, 3
624, 1
624, 2
625, 1
625, 3
627, 1
627, 2
627, 3
630, 1
630, 2
631, 1
631, 2
631, 3
632, 1
632, 2
634, 1
634, 2
634, 6
635, 1
636, 1
636, 2
636, 3
639, 1
639, 2
642, 1
643, 1
644, 1
647, 1
647, 2
647, 3
649, 4
651, 1
651, 2
651, 3
651, 4
651, 5
651, 6
654, 1
654, 2
654, 3
655, 1
655, 2
657, 1
658, 1
661, 1
661, 2
661, 3
663, 1
664, 1
665, 1
665, 2
666, 1
666, 2
668, 1
668, 4
669, 1
669, 2
669, 3
669, 4
671, 1
671, 3
673, 1
673, 2
673, 3
675, 1
675, 2
675, 3
677, 5
678, 1
678, 2
678, 3
680, 1
680, 2
681, 1
682, 1
682, 2
684, 1
685, 3
685, 7
686, 1
689, 1
689, 2
689, 3
691, 1
695, 1
695, 2
696, 4
700, 1
700, 2
700, 3
701, 1
701, 2
701, 3
702, 1
702, 2
702, 3
702, 5
704, 1
705, 1
706, 1
706, 2
708, 1
708, 2
709, 1
709, 2
709, 3
711, 1
712, 1
712, 2
713, 1
713, 2
713, 3
713, 5
714, 1
715, 1
715, 2
715, 3
715, 4
716, 1
716, 2
716, 3
717, 1
717, 2
717, 3
717, 4
718, 1
718, 2
718, 3
718, 5
719, 1
719, 2
720, 1
720, 2
720, 3
720, 4
721, 1
722, 1
722, 2
726, 1
726, 2
728, 1
731, 1
734, 1
734, 2
738, 1
738, 4
739, 4
741, 2
742, 1
742, 3
742, 4
742, 5
744, 1
744, 2
744, 3
745, 1
746, 1
747, 1
747, 2
751, 1
752, 1
752, 2
754, 1
755, 1
756, 1
758, 1
758, 2
760, 9
767, 1
767, 2
767, 3
768, 1
768, 3
770, 1
771, 1
772, 1
772, 2
772, 3
773, 1
773, 2
773, 3
773, 4
775, 1
777, 1
778, 1
779, 1
780, 1
780, 3
781, 1
782, 1
784, 1
785, 1
785, 2
785, 4
786, 1
786, 2
788, 1
789, 1
789, 2
789, 3
789, 7
793, 1
793, 2
794, 1
794, 2
794, 3
794, 4
794, 5
795, 1
795, 2
795, 3
795, 4
796, 1
797, 1
798, 1
798, 2
798, 3
798, 4
799, 2
802, 1
803, 1
805, 1
807, 1
808, 1
808, 2
809, 1
810, 1
812, 1
813, 1
813, 2
816, 1
816, 2
816, 3
816, 4
816, 5
817, 1
817, 3
819, 1
823, 1
825, 1
825, 2
825, 3
825, 4
827, 1
827, 2
827, 3
827, 4
827, 5
828, 1
828, 2
828, 3
834, 2
835, 1
837, 1
837, 2
837, 4
837, 5
838, 1
838, 2
839, 1
839, 2
839, 3
840, 1
840, 2
842, 1
842, 2
844, 1
844, 2
845, 1
845, 2
846, 1
847, 1
848, 1
848, 2
849, 1
849, 3
850, 1
850, 2
850, 3
851, 1
851, 2
851, 3
852, 1
852, 2
852, 3
852, 4
855, 1
855, 3
856, 1
856, 2
856, 3
856, 6
857, 1
859, 1
859, 2
860, 1
860, 2
861, 1
861, 2
861, 3
864, 1
866, 1
866, 2
868, 1
868, 6
869, 2
869, 4
870, 1
870, 2
870, 4
871, 1
871, 2
871, 3
873, 1
873, 2
873, 3
873, 4
874, 1
874, 2
874, 3
874, 4
876, 2
879, 1
879, 2
879, 3
880, 1
882, 1
882, 6
885, 3
886, 1
887, 1
887, 2
887, 3
887, 4
887, 5
887, 6
887, 7
888, 1
888, 2
888, 3
888, 4
888, 5
895, 1
896, 1
896, 2
896, 3
897, 1
897, 2
897, 5
898, 1
898, 2
898, 5
900, 1
900, 2
901, 1
901, 2
901, 3
902, 1
902, 2
903, 1
903, 2
903, 3
906, 4
907, 1
907, 2
907, 3
909, 1
909, 2
909, 3
909, 4
910, 1
910, 3
912, 2
912, 3
912, 4
913, 1
914, 3
915, 1
916, 1
917, 1
918, 1
918, 2
918, 3
919, 1
919, 2
919, 3
920, 1
920, 2
920, 3
920, 4
921, 1
921, 2
921, 3
922, 1
926, 1
926, 3
926, 6
927, 1
927, 2
927, 3
927, 4
929, 1
929, 2
930, 1
930, 2
930, 3
932, 1
935, 1
935, 2
937, 1
937, 2
939, 1
940, 1
940, 2
941, 1
942, 1
942, 2
942, 4
943, 1
943, 2
943, 4
943, 5
945, 1
946, 1
946, 2
946, 3
946, 4
947, 2
947, 3
950, 1
950, 2
950, 3
950, 4
954, 1
954, 2
954, 3
954, 4
957, 1
957, 2
958, 1
959, 1
960, 1
960, 2
961, 2
963, 3
964, 1
964, 2
964, 5
965, 1
965, 3
966, 1
966, 2
966, 3
967, 1
967, 2
970, 1
972, 1
974, 1
975, 1
979, 1
979, 2
979, 3
980, 1
980, 2
980, 3
980, 4
981, 1
981, 2
984, 1
984, 2
987, 1
987, 2
987, 3
987, 4
988, 1
988, 2
989, 1
989, 2
991, 1
991, 2
991, 3
991, 4
992, 1
992, 3
993, 1
993, 2
993, 5
993, 8
997, 1
997, 2
997, 3
997, 4
997, 5
999, 1
